,3n75 wt,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,n3n75 wt,nhalf,nfiber,nwt,y3n75 wt,yhalf,yfiber,ywt,r3n75 wt,rhalf,rfiber,rwt
1,0.917,0.086915566725352,-0.087341783012821,0.11148,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,2,1136,312,50,349.7335,29.9100378521127,95.2443301282051,167.47462,634.7555,1860.13748767606,1907.00906410256,1116.5392
2,0.2495,0.183490524815725,0.001177935100742,0.44325,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,10,1221,943,4,655.577,23.5924889434889,79.1326256627784,122.19575,274.1052,341.556864045864,298.698173913043,257.77875
3,0.58025,0.133387365067178,-0.120598850879397,0.608769230769231,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,12,521,796,26,976.150416666667,24.0130326295585,79.9100527638191,174.989153846154,263.0445,331.577646833013,305.851822864322,131.312846153846
4,0.567833333333333,NA,0.384161408777174,0.4866,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,6,NA,736,5,731.896333333333,NA,85.9499782608696,128.377,57.1408333333333,NA,183.040637228261,162.6446
5,0.446,0.174407317678571,-0.054562025316456,0.462,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,2,1120,395,14,1353.9535,22.3840857142857,79.118546835443,145.516285714286,42.2645,55.33421875,58.7152278481013,45.2474285714286
6,-0.731,-0.255734627151211,-0.220910662824207,-0.244,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,2,1197,347,1,1242.236,21.2610701754386,92.883204610951,45.765,398.2125,226.57330994152,256.994291066282,226.271
7,0.801,0.092779517870195,-0.089721282116788,0.766,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,7,1587,548,1,688.331142857143,22.7973812224323,86.2991824817518,19.939,62.6128571428571,86.5327082545684,83.7755948905109,8.417
8,0.4828,0.001683157316667,0.040947529377778,0.508,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,5,600,225,2,930.4618,22.43666,86.9313377777778,196.8225,73.5114,24.1443066666667,24.4091911111111,54.6435
9,0.649666666666667,0.071562860282258,-0.005116022099448,-0.088,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,3,496,181,1,1213.86533333333,23.5018709677419,89.3986685082873,238.894,643.245,166.785183467742,136.164220994475,706.936
10,0.628,0.062094399859155,-0.155790835755396,0.89,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,6,710,139,1,149.111833333333,24.4526661971831,94.2668129496403,323.262,26.553,51.4312563380282,49.5124316546763,93.535
